2634;Újszeged, Gabonakutató;46.244825;20.1572065;0
2360;Újszeged, Gyermekkórház;46.24369;20.16107;0
2361;Újszeged, víztorony;46.2449005;20.1734455;0
2391;Vadaspark;46.253983;20.1182626666667;1
2863;Vadaspark;46.253955;20.1171495;0
2526;Vadaspark (Textilgyári út);46.254494;20.118704;0
2393;Vadkerti tér;46.23507;20.126355;0
2394;Vadkerti tér, buszforduló;46.23443;20.12456;0
4458;Vállalkozó köz;46.2646765;20.09905;0
2402;Vám tér;46.24333;20.13116;1
2635;Városi Stadion;46.258044;20.175688;0
2637;Vásárhelyi Pál u. (Pulz u.);46.2636125;20.130347;0
4530;Vásárhelyi Pál út (Pulz u.);46.263749;20.130403;0
2902;Vásárhelyi Pál utca;46.26399;20.13121;0
4517;Vásárhelyi Pál utca;46.26377;20.131225;0
2549;Vásárhelyi Pál utca (Bakay N. u.);46.25945;20.12674;0
2414;Vaspálya u.;46.2136245;20.189585;0
2426;Verbéna u.;46.226447;20.0892215;0
2590;Veresács utca;46.2527065;20.133938;1
4531;Vértó;46.272249;20.143434;0
2432;Vértó;46.2721625;20.14357725;1
2433;Vértói út;46.27428;20.1413;0
2865;Vértói út;46.2744465;20.1415045;0
2441;Vitéz utca;46.248505;20.141145;1
4459;VOLÁNBUSZ Zrt.;46.2576715;20.125932;0
2450;Zágráb u.;46.264182;20.185434;0
2638;Zápor út;46.272408;20.1019065;0
2481;Zsámbokréti sor;46.280979;20.126474;0
